date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:06:16	1986/1986	---MCZ	200	added ('OK')	text/html	etag:W/%2212c496f19e903c66ab53b110e787e74f%22	https://lojaspanini.online/	C:/My%20Web%20Sites/panini/lojaspanini.online/index.html	(from )
23:06:16	91/91	---MCZ	200	added ('OK')	text/plain	etag:W/%22f9dff89adf98833e676de2205921996a%22	https://lojaspanini.online/robots.txt		(from )
23:06:16	106669/106669	---M--	200	added ('OK')	image/jpeg	etag:%22c0f88f430625190e4b3f812b3e52f01e%22	https://storage.googleapis.com/gpt-engineer-file-uploads/2BssU27DDURkreoyCnBMvkbJznB3/social-images/social-1770911238490-b1c10e166393023.Y3JvcCwxMzgwLDEwODAsMjcwLDA.jpg	C:/My%20Web%20Sites/panini/storage.googleapis.com/gpt-engineer-file-uploads/2BssU27DDURkreoyCnBMvkbJznB3/social-images/social-1770911238490-b1c10e166393023.Y3JvcCwxMzgwLDEwODAsMjcwLDA.jpg	(from https://lojaspanini.online/)
23:06:16	92690/92690	---M--	200	added ('OK')	image/png	etag:%22c8d109b08741d27461ab62b34d279c06%22	https://storage.googleapis.com/gpt-engineer-file-uploads/2BssU27DDURkreoyCnBMvkbJznB3/uploads/1770911226034-Cupom_TIFF_Panini_Logo_1.png	C:/My%20Web%20Sites/panini/storage.googleapis.com/gpt-engineer-file-uploads/2BssU27DDURkreoyCnBMvkbJznB3/uploads/1770911226034-Cupom_TIFF_Panini_Logo_1.png	(from https://lojaspanini.online/)
23:06:17	652452/652452	---MCZ	200	added ('OK')	text/javascript	etag:W/%220ff478e7515ffb6294c11f1eaf9fe817%22	https://lojaspanini.online/assets/index-BCO5woaY.js	C:/My%20Web%20Sites/panini/lojaspanini.online/assets/index-BCO5woaY.js	(from https://lojaspanini.online/)
23:06:17	71789/71789	---MCZ	200	added ('OK')	text/css	etag:W/%2284cf7dbef29c969a1b082c0b4d85f110%22	https://lojaspanini.online/assets/index-BWkbuPCA.css	C:/My%20Web%20Sites/panini/lojaspanini.online/assets/index-BWkbuPCA.css	(from https://lojaspanini.online/)
23:06:18	21296/21296	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2020%20Feb%202026%2002:06:17%20GMT	https://lojaspanini.online/~flock.js	C:/My%20Web%20Sites/panini/lojaspanini.online/_flock.js	(from https://lojaspanini.online/)
23:06:18	6380/6380	---M--	200	added ('OK')	font/woff2	etag:%22dd2e2e94ea0c8f81bf341b534d924487%22	https://lojaspanini.online/assets/outfit-latin-ext-400-normal-5tcqmc2S.woff2	C:/My%20Web%20Sites/panini/lojaspanini.online/assets/outfit-latin-ext-400-normal-5tcqmc2S.woff2	(from https://lojaspanini.online/assets/index-BWkbuPCA.css)
23:06:18	8640/8640	---M--	200	added ('OK')	font/woff	etag:%220cfaad0b14d334d6f59f738110544729%22	https://lojaspanini.online/assets/outfit-latin-ext-400-normal-DHm7mdGe.woff	C:/My%20Web%20Sites/panini/lojaspanini.online/assets/outfit-latin-ext-400-normal-DHm7mdGe.woff	(from https://lojaspanini.online/assets/index-BWkbuPCA.css)
23:06:18	14032/14032	---M--	200	added ('OK')	font/woff2	etag:%2223191c444b9e40528bdfc989d29560ea%22	https://lojaspanini.online/assets/outfit-latin-400-normal-BGsTXAXT.woff2	C:/My%20Web%20Sites/panini/lojaspanini.online/assets/outfit-latin-400-normal-BGsTXAXT.woff2	(from https://lojaspanini.online/assets/index-BWkbuPCA.css)
23:06:19	18232/18232	---M--	200	added ('OK')	font/woff	etag:%2209ed3bdd81b149a5fca83f36a93aa7a8%22	https://lojaspanini.online/assets/outfit-latin-400-normal-DMwTpYkH.woff	C:/My%20Web%20Sites/panini/lojaspanini.online/assets/outfit-latin-400-normal-DMwTpYkH.woff	(from https://lojaspanini.online/assets/index-BWkbuPCA.css)
23:06:19	6244/6244	---M--	200	added ('OK')	font/woff2	etag:%22a34e68de59f6e820eb6a422ba6151aaa%22	https://lojaspanini.online/assets/outfit-latin-ext-500-normal-zeox_O30.woff2	C:/My%20Web%20Sites/panini/lojaspanini.online/assets/outfit-latin-ext-500-normal-zeox_O30.woff2	(from https://lojaspanini.online/assets/index-BWkbuPCA.css)
23:06:19	8492/8492	---M--	200	added ('OK')	font/woff	etag:%22866ae7e872a105c730dda617bae2dd41%22	https://lojaspanini.online/assets/outfit-latin-ext-500-normal-DrCvqoFD.woff	C:/My%20Web%20Sites/panini/lojaspanini.online/assets/outfit-latin-ext-500-normal-DrCvqoFD.woff	(from https://lojaspanini.online/assets/index-BWkbuPCA.css)
23:06:20	13528/13528	---M--	200	added ('OK')	font/woff2	etag:%22c5138e4c72ea458d9e4588259d8b0895%22	https://lojaspanini.online/assets/outfit-latin-500-normal-DKnIMDSk.woff2	C:/My%20Web%20Sites/panini/lojaspanini.online/assets/outfit-latin-500-normal-DKnIMDSk.woff2	(from https://lojaspanini.online/assets/index-BWkbuPCA.css)
23:06:20	17688/17688	---M--	200	added ('OK')	font/woff	etag:%2246c1ad54ee14b02bb8916e2437e69ac5%22	https://lojaspanini.online/assets/outfit-latin-500-normal-ClnHRwRh.woff	C:/My%20Web%20Sites/panini/lojaspanini.online/assets/outfit-latin-500-normal-ClnHRwRh.woff	(from https://lojaspanini.online/assets/index-BWkbuPCA.css)
